Question,Section,path,n_gold,known_gold_bug,n_sparql,match
What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the HermeticWiper?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
For which platform is Automated Exfiltration primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
For what type of platform is Container API considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
What platform is Ingress Tool Transfer specifically tailored for?,intra_relationship,x_mitre_platforms,2,False,2,True
"What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the Exodus?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
On which platform is Windows Management Instrumentation designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
Which types of devices are at risk of being compromised by malware tailored for ICS systems?,multihop_no_entity,is_malware_type<SEP>filter ICS<SEP>uses_attack_pattern<SEP>targets,14,False,14,True
For which platform is Environmental Keying primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
Does the Data Historian have a known weakness to the Internet Accessible Device?,other_double_entity,is_attack_pattern_type<SEP>select Internet Accessible Device<SEP>targets<SEP>select Data Historian,1,False,1,True
What essential technique is used to combat the malicious activities of Small Sieve?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,21,False,21,True
What security defenses are bypassed by techniques used by the BackdoorDiplomacy?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
How does the Ninja function?,single_hop_not_filter,uses_attack_pattern,26,False,26,True
What security measures are vulnerable to Weaken Encryption?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What signs or symptoms indicate the presence of JHUHUGIT in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,31,False,31,True
What platform did the C0033 aim to compromise?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
What proactive measure can be taken to protect against DustySky attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,40,False,40,True
Can you tell me about the techniques used to detect CallMe?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,14,False,14,True
What type of platform is Exploit Enterprise Resources typically designed for?,intra_relationship,x_mitre_platforms,1,False,1,True
What characteristics does the Tomiris exhibit?,single_hop_not_filter,uses_attack_pattern,8,False,8,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the DarkGate?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,5,False,5,True
what security protocol is responsible?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
Can you tell me about the techniques used to detect PinchDuke?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,14,False,14,True
Which security protocols are vulnerable to techniques employed by the APT37?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
At what point did Operation Spalax stop being active?,intra_relationship,last_seen,1,False,1,True
In what ways do techniques used by the LuminousMoth compromise the effectiveness of various security defenses?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
What are the primary differences in the impact of HAPPYWORK and TAINTEDSCRIBE on a system?,common_and_differences,is_malware_type<SEP>select HAPPYWORK TAINTEDSCRIBE<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,15,False,15,True
What method can effectively prevent and mitigate the damage caused by LOWBALL?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,11,False,11,True
"What type of asset is the GoldenEagle typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What type of platform is often compromised by Defacement malware?,intra_relationship,x_mitre_platforms,2,False,2,True
How do malware programs steal bank account details?,multi_hop_relationship,is_malware_type<SEP>filter steal and banking<SEP>uses_attack_pattern,144,False,144,True
For what type of platform is Uncommonly Used Port considered a significant threat?,intra_relationship,x_mitre_platforms,2,False,2,True
Which platform serves as the primary focus for Template Injection attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
What types of safeguards are typically outsmarted by SeaDuke tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
What is the typical behavior associated with the APT18?,single_hop_not_filter,uses_attack_pattern,17,False,17,True
"What type of asset is the DoubleAgent typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What are the necessary precautions to take to prevent and mitigate the methods employed by Cinnamon Tempest?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
What kind of platform is Gather Victim Org Information most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
What backdoor or ransomware tool is employed by the APT16?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,1,False,1,True
How does the QakBot function?,single_hop_not_filter,uses_attack_pattern,72,False,72,True
What security features are bypassed by File Permissions Modification?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What are the repercussions of a modular backdoor's involvement in a Sidewinder campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What does an attacker seek to accomplish with Boot or Logon Initialization Scripts?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What tools or software can be used to detect and remove Kessel?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,29,False,29,True
What is the main intention of a Commonly Used Port?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What type of malware uses a DDoS attack: WEBC2 or BACKSPACE?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select WEBC2 BACKSPACE,2,False,2,True
What are the primary tactics employed by Ragnar Locker and Revenge RAT?,common_and_differences,is_malware_type<SEP>select Ragnar Locker Revenge RAT<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,36,False,36,True
What crucial tactic is employed to counter the threat posed by Backdoor.Oldrea?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,63,False,63,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the Industroyer2?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,3,False,3,True
In what ways do techniques used by the Bouncing Golf compromise the effectiveness of various security defenses?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What is the process of detecting and eliminating ShiftyBug from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,10,False,10,True
For which platform is Time Providers primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
What are the steps involved in identifying and removing SodaMaster?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,19,False,19,True
What type of platform is SyncAppvPublishingServer typically designed for?,intra_relationship,x_mitre_platforms,1,False,1,True
Which platform does Services File Permissions Weakness target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What kind of behavior is characteristic of the DCSrv?,single_hop_not_filter,uses_attack_pattern,9,False,9,True
What remote access trojan is associated with the Operation Dream Job?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,2,False,2,True
What defensive strategy is most effective in mitigating the risks associated with SombRAT?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,40,False,40,True
"What asset is the main focus of the attack pattern that incorporates PowerShell scripts, used by the ACAD/Medre.A?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What key component of cybersecurity helps to prevent and mitigate the attacks of Exaramel for Linux?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,33,False,33,True
What key component of cybersecurity helps to prevent and mitigate the attacks of DDKONG?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,10,False,10,True
What domains does Pacu target for its operations?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,13,False,13,True
What is the APT18's preferred method of operation?,single_hop_not_filter,uses_attack_pattern,17,False,17,True
In what ways do the actions of a modular backdoor contribute to the objectives of a Deep Panda campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What type of defense Invoke-PSImage can evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What essential technique is used to combat the malicious activities of Kwampirs?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
What course of action on Windows Registers is designed to prevent the spread of Ecipekac?,multi_hop_relationship,uses_attack_pattern<SEP>mitigates<SEP>filter Windows and Regist,3,False,3,True
"What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the StrongPity?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,3,False,3,True
What security measures do HOMEFRY techniques manage to evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What are the necessary precautions to take to prevent and mitigate the methods employed by Inception?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,38,False,38,True
What is the main objective of Exploitation for Privilege Escalation?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What security measures does Odbcconf manage to bypass or undermine?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What stealing software is associated with the FIN7 and used for malicious data extraction?,single_hop_relationship_filter,uses_malware<SEP>filter stealing,1,False,1,True
What is the main objective of Foreground Persistence?,intra_relationship,x_mitre_tactic_type,1,False,1,True
"What type of asset is the VERMIN typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,3,False,3,True
How do Mispadu attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What security measures does Pre-OS Boot manage to bypass or undermine?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What security measures does User Activity Based Checks manage to bypass or undermine?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
