Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
What security measures are effectively neutralized by the techniques that are mitigated by the Re-opened Applications Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
What are the key factors that influence TrickBot's behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What type of network system is typically targeted by the Search Open Websites/Domains?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What strategies can be employed to minimize the impact of Local Network Configuration Discovery?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
To what extent do the target domains of the software used by the Dendroid impact its overall functionality?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
Can you explain the methods used to detect the Rising Sun and its techniques?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What objectives do PinchDuke typically pursue?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
What tool is used by the hcdLoader to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What system does the Downgrade to Insecure Protocols usually affect?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What are the best practices for preventing and responding to Odbcconf?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What are the underlying sources of Rising Sun's malicious actions?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What are the primary domains of interest for the Dragonfly?,<PATH>uses_attack_pattern<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains
Which domains serve as the primary objectives for the Dust Storm's tactics?,<PATH>uses_attack_pattern<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains
What are the key phases of the kill chain that Helminth employs?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What system is most susceptible to the Compromise Software Supply Chain?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What type of malware is typically associated with the Process Metadata?,<PATH>detects</PATH>,single_hop_not_filter,detects,single_hop_not_filter||detects,single_hop_not_filter||detects
What are the objectives behind the creation of Downdelph?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
Which system is the Compromise Host Software Binary focused on?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What application is the Akira associated with?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What strategy is employed to prevent the spread of the Spearphishing via Service Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
On which platforms does the software used by the Bad Rabbit operate?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
Which specific framework is utilized by the CyberAv3ngers?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What are the primary platforms affected by techniques that Endpoint Denial of Service Mitigation can help prevent?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms
What platforms does the Daserf software usually target?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What malware does the Frankenstein use as a utility?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What domains are affected by implementing Service Stop Mitigation to mitigate these techniques?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains
What is the typical target domain for the framework of the Machete?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What is the primary target of the Password Spraying?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
Which domain does the framework of the Charger aim to compromise?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
Which File Access is a key component of this attack pattern?,<PATH>detects</PATH>,single_hop_not_filter,detects,single_hop_not_filter||detects,single_hop_not_filter||detects
"In what ways do the Indicator Blocking Mitigation techniques help to mitigate the effects of malware, and what security measures are compromised in the process?",<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
What type of system is typically targeted by the Security Software Discovery?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
How can the tactics employed by the JHUHUGIT be identified and detected?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What countermeasures can be implemented to prevent Phishing?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What are the security measures that are typically outsmarted by the techniques detected by the Process History/Live Data?,<PATH>detects<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed
What are the key data sources exploited by DarkHydrus in their attacks?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What are the primary targets of the software employed by the RegDuke?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What is the platform of choice for the framework used by the ROCKBOOT?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What piece of software enables the Monokle to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What are the primary domains of interest for the SilverTerrier?,<PATH>uses_attack_pattern<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_domains
Can you describe the methods used to identify the techniques employed by the Ecipekac?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What technique is being mitigated by the chosen Bash History Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
Which program component is used by the Calisto to facilitate its malicious operations?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
How can the tactics employed by the ECCENTRICBANDWAGON be identified and detected?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What system is usually the primary target of the Execution Guardrails?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What are the underlying data sources that drive the Multi-hop Proxy Mitigation that counteracts these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_data_sources,single_hop_not_filter||mitigates<SEP>x_mitre_data_sources,single_hop_not_filter||mitigates<SEP>x_mitre_data_sources
What domain does the HTTPBrowser's framework usually attempt to infiltrate?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What is the primary purpose of NOKKI?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
What systems are commonly targeted by the Clear Command History?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What security measures are available to defend against Network Connection Enumeration?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What software component is integral to the Exaramel for Linux?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What system is most susceptible to the Generate Traffic from Victim?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
Which software module is typically used by the Elise to compromise system security?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What is the intended platform of the framework used by the DropBook?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What software component is integral to the Dyre?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What application is the VaporRage associated with?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What platforms are primarily affected by the Windows Registry Key Modification technique?,<PATH>detects<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,detects<SEP>x_mitre_platforms,single_hop_not_filter||detects<SEP>x_mitre_platforms,single_hop_not_filter||detects<SEP>x_mitre_platforms
What are the target domains of the software utilized by the Maze to carry out its operations?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What methods can be employed to identify the techniques used by the TrickBot?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What are the main objectives of DarkGate threats?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
What type of infrastructure is the Standard Cryptographic Protocol directed against?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What is the main objective of the Abuse Elevation Control Mechanism in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
