Question,Path,Section
Discuss the methods adversaries use to integrate Deliver Malicious App via Other Means into their attacks.,<PATH>description</PATH>,intra_relationship
Which defense strategies can be evaded by Endpoint Denial of Service?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What hardware and software configurations are required for Transmitted Data Manipulation?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What network framework is necessary for Deliver Malicious App via Other Means to function properly?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What kind of damage does Block Reporting Message cause?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
How does Credentials from Password Store influence system security?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What are the network prerequisites for carrying out Archive via Custom Method?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What is the main goal of the domain Security Support Provider?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the signs of a CDNs attack?,<PATH>x_mitre_detection</PATH>,intra_relationship
What data sources are relevant to understanding Modify Alarm Settings?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Specify the technical requirements for a successful I/O Image.,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What kind of damage does Windows Service cause?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What are some common nicknames for WINERACK?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What techniques does Unauthorized Command Message use to bypass security measures?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What data sources are relevant to understanding Remote File Copy?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What kind of data sources are the primary targets of the Trusted Relationship?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What level of access is needed to implement Capture Camera?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What permissions should be granted to facilitate Process Injection?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What is the nature of BUSHWALK?,<PATH>description</PATH>,intra_relationship
What are the minimum system requirements necessary to perform the Browser Information Discovery technique without any issues?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What technical specifications must be met for a Determine Physical Locations to be effective?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
Explain the techniques adversaries use to implement Exploit via Radio Interfaces.,<PATH>description</PATH>,intra_relationship
What are the security controls or measures that Process Hollowing can bypass or evade?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is the primary objective of a Credential Dumping?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
Can Starloader be considered a branch of malware?,<PATH>is_family</PATH>,intra_relationship
"What are the warning signs of a Domain Groups attack, and how can it be detected?",<PATH>x_mitre_detection</PATH>,intra_relationship
In what year or period did C0032 make its last appearance?,<PATH>last_seen</PATH>,intra_relationship
What kind of privileges does a Domain Controller Authentication require to function?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the necessary permissions for a Detect App Analysis Environment to be successful?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the kill chain phases for a typical Fake Developer Accounts scenario?,<PATH>kill_chain_phases</PATH>,intra_relationship
What are the network prerequisites for carrying out Compromise Accounts?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the necessary system specifications for implementing the technique Access Token Manipulation?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
How does Search Engines interact with network protocols?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Define the FIN7 group and its significance.,<PATH>description</PATH>,intra_relationship
What network architecture is required for Windows Admin Shares?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the network implications of using Modify Program?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What domain is usually affected by LoudMiner?,<PATH>x_mitre_domains</PATH>,intra_relationship
What is the primary function of the domain Hooking?,<PATH>x_mitre_domains</PATH>,intra_relationship
For which platform is Environmental Keying primarily intended?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What types of data sources are used to track Foreground Persistence?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the various monikers used to identify the HEXANE group?,<PATH>aliases</PATH>,intra_relationship
List the steps in the kill chain for LD_PRELOAD.,<PATH>kill_chain_phases</PATH>,intra_relationship
What are the distinct phases of a Dynamic-link Library Injection kill chain?,<PATH>kill_chain_phases</PATH>,intra_relationship
What are the various names that SpicyOmelette is known by?,<PATH>x_mitre_aliases</PATH>,intra_relationship
Can you explain how MMC evades detection by security systems?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Does PowerStallion represent a family of malware?,<PATH>is_family</PATH>,intra_relationship
What are the alternative names of Rifdoor?,<PATH>x_mitre_aliases</PATH>,intra_relationship
Does the term Janicab refer to a specific family of malware?,<PATH>is_family</PATH>,intra_relationship
What are the necessary system specifications for implementing Cloud Infrastructure Discovery?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What are the signs of a Group Policy Modification attack?,<PATH>x_mitre_detection</PATH>,intra_relationship
What domain Signed Binary Proxy Execution is commonly associated with malicious activities?,<PATH>x_mitre_domains</PATH>,intra_relationship
Can you outline the network setup required for Device Restart/Shutdown?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the implications of Man in the Browser on data integrity?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
How does Silver Ticket manage to breach or penetrate security systems and defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What data sources provide information on Server?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
How can Vulnerability Scanning be identified and removed?,<PATH>x_mitre_detection</PATH>,intra_relationship
What are the other names for Pegasus for Android?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the most effective methods for detecting Credentials in Registry?,<PATH>x_mitre_detection</PATH>,intra_relationship
What minimum system configuration is required to perform the technique AppCert DLLs?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
How should one respond to Process Discovery Mitigation?,<PATH>description</PATH>,intra_relationship
What network resources are necessary to implement NTDS?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Does HyperBro  represent a family of malware?,<PATH>is_family</PATH>,intra_relationship
What is the typical target domain of Green Lambert?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the different kill chain phases for Impersonation?,<PATH>kill_chain_phases</PATH>,intra_relationship
What is the nature of HARDRAIN?,<PATH>description</PATH>,intra_relationship
In what ways is Denial of Control able to evade detection and protection?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What are the necessary permissions for a Broadcast Receivers to be successful?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the system requirements necessary to implement the VDSO Hijacking technique effectively?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What security measures are unable to prevent Hidden Users?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is the primary target of Kivars?,<PATH>x_mitre_domains</PATH>,intra_relationship
Which data sources can be used to analyze Utilize/Change Operating Mode?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Can KEYPLUG be considered a branch of malware?,<PATH>is_family</PATH>,intra_relationship
What kind of access control is required for a Encrypt Files for Ransom to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What strategies do adversaries employ to exploit Hardcoded Credentials?,<PATH>description</PATH>,intra_relationship
What kind of damage does Rogue Master cause?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What network architecture is required for File System Permissions Weakness?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What permissions are necessary for SQL Stored Procedures to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
Identify and list the kill chain phases associated with Local Job Scheduling.,<PATH>kill_chain_phases</PATH>,intra_relationship
What does Stored Data Manipulation aim to achieve?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
How does Input Capture affect network architecture?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What is the objective of an COR_PROFILER attack?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What are the sequential steps of a Wordlist Scanning kill chain?,<PATH>kill_chain_phases</PATH>,intra_relationship
Explain the concept of Smoke Loader.,<PATH>description</PATH>,intra_relationship
What are the necessary permissions for a system to be vulnerable to Indicator Removal?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the key methods for identifying and detecting Software Deployment Tools?,<PATH>x_mitre_detection</PATH>,intra_relationship
What are the synonyms for Comnie?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the key methods for identifying and detecting Password Spraying?,<PATH>x_mitre_detection</PATH>,intra_relationship
